id,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
2ORrgw8M0ZbrFlm5cpaKCv,0.66,0.29,243720,0.261,0.0,0.155,-9.163,0.0277,143.59799999999996,0.0999
5oK98mpTJSU0iqLHN1hZ3y,0.972,0.298,168000,0.112,0.0823,0.0935,-15.765,0.0353,86.786,0.0972
14iF9JDX0AOxkoa8BL2WYB,0.0453,0.329,366320,0.557,1.25e-05,0.166,-6.952000000000001,0.0433,90.022,0.218
360aE5q4fclWPlsH73SdHO,0.0349,0.627,244787,0.929,0.0,0.281,-2.376,0.081,114.994,0.685
5hHlmrSV6d9LFMsDA1lamE,0.116,0.7240000000000001,178565,0.976,1.3e-05,0.352,-3.279,0.0602,110.006,0.626
2bOWJIYSbhwg2NMQq1QMYH,0.947,0.387,79200,0.133,0.0591,0.107,-15.633,0.0474,124.397,0.0498
11P6ab6Sa2LDOjhiH0kpX7,0.226,0.685,241202,0.597,0.00177,0.12,-4.828,0.19,90.677,0.371
6GRSgTmK2i61nsLOviQ8MJ,0.482,0.383,260326,0.551,0.0,0.0914,-6.5420000000000025,0.0335,128.075,0.108
1W1Ac2SNPI2PTDW6b11KKC,0.0341,0.71,241580,0.748,0.000106,0.0897,-6.244,0.0305,119.993,0.379
2BcwzjPvVSkek2ZLdh7C9J,0.0383,0.62,192480,0.893,0.000304,0.159,-1.7180000000000002,0.0436,101.089,0.16
5sEcwMeC3QDnSOWlyQyQ3E,3.28e-05,0.1689999999999999,350644,0.978,0.00395,0.0567,-3.37,0.0657,179.035,0.38
2BBIY8c9rASdkjGbinuPJG,0.522,0.743,159787,0.49,0.0,0.101,-6.857,0.0338,97.488,0.959
3TEbThqomZVo8Fpe5TiWfW,0.0602,0.455,232467,0.773,0.0,0.407,-3.463,0.0342,134.11700000000002,0.353
4M2t7bP4Mq87mGMn0PObUX,0.0992,0.669,208013,0.541,7.69e-06,0.254,-11.291,0.0461,89.083,0.645
5W2QbqmtfXiz7US9DCl48l,0.000757,0.304,229714,0.742,0.865,0.336,-2.261,0.0357,139.958,0.1669999999999999
3Zx07k3IUO99TVIBBYo3KZ,0.191,0.594,278226,0.703,1.14e-06,0.129,-5.305,0.0671,123.939,0.338
5f92OpAQ0TenbweMyWR3Fb,0.000117,0.4920000000000001,197008,0.87,0.000102,0.251,-5.295,0.0348,101.284,0.107
2bocAPQcUTLUXx8lAOTiK3,0.0545,0.8909999999999999,209467,0.6920000000000001,0.0,0.608,-4.989,0.0673,100.023,0.218
6SMf6mb3kG4pLSnofuuSA0,0.00807,0.7609999999999999,110420,0.684,0.0,0.117,-8.797,0.0819,87.015,0.184
2a5Ml671R56tzRB0WMaCfC,0.0416,0.531,244959,0.728,7.19e-06,0.135,-4.985,0.063,104.978,0.418
5xCKDXzh2JPFFcyHr39ROH,0.0072099999999999,0.6779999999999999,187510,0.917,0.0,0.269,-2.318,0.0796,121.962,0.7
0H2MmFtJgoeywCIbAN3sid,0.878,0.461,132000,0.161,0.0,0.17,-11.145,0.405,88.781,0.353
47IklCMgkgWvI4jpkdrop0,0.911,0.404,309013,0.408,0.0512,0.117,-10.77,0.0349,125.004,0.0723
6PmnGYDsruYLBNY4Rpx4t9,0.0481,0.672,287333,0.569,0.0,0.295,-6.319,0.0624,95.971,0.46
1EALzILzmIPtRIvYyo6Lwm,0.0073599999999999,0.339,244507,0.8290000000000001,1.26e-05,0.0596,-7.239,0.058,162.798,0.5
0wG4PyMJUxcjvlQnhqfn3x,0.179,0.898,183550,0.402,0.0,0.168,-10.18,0.13,104.997,0.515
2q95XoeFGixx8b5LNF6Ey1,0.245,0.695,244174,0.8370000000000001,0.0,0.3670000000000001,-5.617000000000001,0.281,115.067,0.639
3LbO439QNr3IX7Ho39Fq8X,0.443,0.685,201258,0.5539999999999999,0.0,0.482,-10.473,0.115,160.002,0.789
5fMZ4cDsfhxR7gnFdtrWCy,0.302,0.594,243120,0.6890000000000001,0.0173,0.0869,-8.395,0.0393,138.4,0.76
2KklXplRtxMsBYo474Es0w,0.194,0.779,161322,0.6659999999999999,0.000556,0.0576,-7.3610000000000015,0.0482,123.024,0.507
3i0J9e00YhlrKO7AqgdO8Z,0.5489999999999999,0.606,260573,0.223,0.0,0.115,-8.567,0.0356,125.097,0.132
5KdhJG3BXUmLoO4JdycCPw,0.0538,0.807,235477,0.346,2.55e-06,0.087,-10.275,0.0613,84.98,0.0608
3WLwkFXJpZ1VpDxAh0DXzz,0.0132,0.435,183760,0.591,0.0,0.101,-6.973,0.057,129.93,0.0941
2AwPXDmMeUJGt2Ro5Ea10G,0.515,0.529,273880,0.338,9.26e-06,0.124,-8.607999999999999,0.035,120.436,0.111
4iZ3YEN89TU8Uwan4NwkB8,0.0119,0.5820000000000001,271147,0.914,0.000408,0.201,-4.097,0.0573,118.076,0.268
5U1XqpEGLeDd48dDFNqQEC,0.000226,0.544,212275,0.7390000000000001,2.14e-05,0.0816,-4.8180000000000005,0.232,185.81,0.467
5rIhBK9aaVMck0W2YtOwci,0.6679999999999999,0.56,281011,0.5,0.833,0.117,-10.829,0.0272,139.174,0.249
25BSBxpCtoDbOpVd7cpqbw,0.6920000000000001,0.308,370773,0.234,0.00279,0.125,-14.084,0.0364,87.98200000000001,0.123
1lhLZGDYPwXeOjfpxMWtQZ,0.00361,0.552,282000,0.745,0.0,0.43,-5.564,0.0807,159.915,0.488
5xxqxlolNTVsPwSqaltfZm,0.973,0.477,97051,0.236,0.922,0.108,-16.991,0.0458,138.361,0.0982
3P016R4J4PD1fQMw9FCVsY,0.0916,0.767,216875,0.584,0.0,0.054,-5.678,0.105,72.971,0.5529999999999999
6SX6Wrc734LRHmpDS4IlAA,0.0123,0.314,163133,0.871,0.825,0.18,-7.7570000000000014,0.103,90.092,0.488
4PMmwowVLOajPdiKnrU1vK,0.00114,0.626,326521,0.706,0.00255,0.222,-7.332999999999997,0.0269,113.994,0.378
4TNFLwe6DhtR3Wn1JKMqMJ,0.423,0.825,248987,0.6629999999999999,0.415,0.286,-9.414,0.0687,116.051,0.417
2vWxvpycD0ELvOJr6g4pQt,0.523,0.65,155960,0.495,0.723,0.123,-6.385,0.0451,80.032,0.394
0F1O42piteiHP3dRvKUz6p,0.00773,0.643,248587,0.627,0.00259,0.123,-10.972,0.0405,114.477,0.725
4neYMvZ7JfRWU1sTMohQCS,0.225,0.677,236706,0.731,1.01e-06,0.192,-5.773,0.0872,85.00299999999999,0.7
4l7tyxhJM6KMHLO2xjwOWF,0.607,0.66,165988,0.475,0.0,0.0715,-5.296,0.064,109.293,0.867
6E44nO0qqQqfmXOhQPp0MM,0.136,0.461,265336,0.727,0.0,0.354,-6.346,0.504,138.042,0.551
0XVQTr58DZbLUcjacnTp8k,0.273,0.509,211140,0.6609999999999999,4.89e-05,0.076,-4.334,0.0433,142.889,0.421
3odrUVQ9tvRpkC9II2oWzx,0.5529999999999999,0.473,240867,0.518,1.26e-06,0.111,-8.1,0.0405,96.129,0.18
2p980qlVXYLh3HdHusbhfa,0.0958,0.89,211972,0.501,0.0,0.103,-5.562,0.0589,126.949,0.758
0kIlh2nOwIxx4SgoDrRWDG,0.555,0.551,210600,0.5489999999999999,0.0,0.105,-8.343,0.07,83.86,0.428
0kwuKfWntoGh0EWyYb7Mpf,0.779,0.352,67520,0.551,0.902,0.1669999999999999,-16.545,0.0362,168.02200000000005,0.103
64ltkWiXTteDM5x4s1XP1M,0.988,0.555,186000,0.0397,0.939,0.085,-21.354,0.0666,103.709,0.219
7qwiQg1rXxdKq9XvttYI2k,0.0505,0.802,207094,0.7070000000000001,0.0,0.356,-4.893,0.293,130.109,0.853
1TExiMMbxdXMWXxA3iESJQ,0.0335,0.6809999999999999,199840,0.81,0.0,0.14,-5.348,0.256,88.117,0.401
7lRsXfGnY0PBSxVMIxuHME,0.117,0.746,190042,0.61,0.59,0.0865,-7.305,0.0805,96.026,0.424
2yOj1pyRC3NcvQyeZ3yAcL,0.301,0.511,124022,0.436,7.120000000000001e-05,0.255,-10.254,0.0409,120.207,0.342
0xjyOcLKydIprmVkGjnVrm,0.318,0.443,184040,0.8170000000000001,0.0,0.374,-3.729,0.0511,168.1,0.652
3OIoLMnnWzAUORFQxRAhdF,0.841,0.43,261187,0.231,0.000704,0.116,-12.172,0.0295,102.241,0.153
3gHVzj2Mqmt2DjGQhMvpne,0.134,0.591,265613,0.856,8.18e-05,0.293,-4.928,0.0351,166.22099999999998,0.615
4jpU6zDVX7KS2w9A7t9vGZ,0.00297,0.753,202031,0.775,0.0,0.0488,-5.642,0.16,166.155,0.5720000000000001
0ZQfn5nh2TnVE6Q0AT8eXr,0.677,0.6809999999999999,197773,0.358,0.00411,0.124,-14.701,0.138,113.402,0.0682
20ywKMMqwH5uSX89rtTfAZ,0.8590000000000001,0.65,74572,0.625,0.0,0.133,-8.17,0.465,83.368,0.446
2cVy8InB8vhshMTn4lTCjJ,0.807,0.0,188084,2.03e-05,0.953,0.205,-48.234,0.0,0.0,0.0
3GweDldi2HrraUKLexWUeb,0.141,0.718,203067,0.56,0.0,0.148,-6.739,0.0564,75.031,0.292
6QkObBYNxVVUYt4FSpnTqY,0.189,0.6920000000000001,160107,0.6920000000000001,0.0,0.0884,-6.065,0.0818,153.255,0.75
5wJL4o7k8m02m6ZM9KT0ir,0.113,0.5429999999999999,227147,0.644,0.0,0.0733,-5.952000000000001,0.333,97.41,0.706
1RijmOnza5p9CzaFKr8W1Y,0.214,0.823,315847,0.457,0.0,0.352,-7.0360000000000005,0.119,115.991,0.268
7jTL6K5hqWDVUH4j2thZrp,0.202,0.94,167298,0.373,7.190000000000001e-05,0.175,-6.228,0.103,108.996,0.54
4UGnIq5oeMkckBMX6D1Ktj,0.0203,0.513,206211,0.8390000000000001,0.0,0.331,-3.788,0.0314,122.026,0.335
54uWRU1WbxnoduCVW2MTSa,0.755,0.0954,103677,0.996,0.6920000000000001,0.855,-20.275,0.0552,88.87,1e-05
7DwaOIkZk8qLJKGX7XTF2l,0.039,0.68,195047,0.789,3.75e-06,0.112,-5.589,0.159,130.029,0.54
3AtVFkmdR1eS5TEHLJZxFm,0.292,0.6709999999999999,189613,0.7240000000000001,0.0,0.231,-5.61,0.0244,99.976,0.8009999999999999
2aJWkpCXMvIIZISkMQr1lE,0.959,0.444,232328,0.126,0.0,0.0751,-11.77,0.0344,138.069,0.407
4FIIaVhMlCDlIRPUWtd7Ax,0.0597,0.451,241839,0.672,0.000647,0.13,-6.006,0.0357,75.76,0.352
3EEkEiU3FCFtqHTjFMHCn2,0.354,0.897,140258,0.639,0.0,0.114,-6.287000000000001,0.355,94.093,0.488
7F1LWA9sIlTorHUo4amGqk,0.153,0.7509999999999999,221968,0.654,0.0,0.104,-5.665,0.206,160.035,0.527
5H4YGepZNnPhnOHA9vZSEP,0.353,0.7909999999999999,166787,0.715,0.0,0.115,-5.809,0.0377,112.027,0.593
6TGwxVbZHpRNZmMW43SRLS,0.836,0.799,196520,0.293,0.0,0.121,-11.896,0.0398,176.03799999999995,0.922
7DuvVy7JfFgXwWlVzyyPys,0.00806,0.49,227533,0.44,0.00103,0.186,-7.76,0.353,173.095,0.091
4bPrKGqQKiBmf49XB4F4H5,0.000122,0.54,235853,0.966,0.0006259999999999,0.391,-3.884,0.0637,94.986,0.521
6Oexp3W6bv5LBzsS171iqN,0.329,0.489,231333,0.447,0.00226,0.105,-9.176,0.0336,82.18700000000003,0.14
5q5gzmbBS5yQzos2BvVr1t,0.401,0.763,197495,0.6709999999999999,1.16e-05,0.375,-4.029,0.1,120.06,0.602
7sO969CnGNCZ7kDravLtPO,0.743,0.745,243093,0.125,0.0108,0.101,-15.786,0.038,140.578,0.379
1jKBiK0Yk6VCcBfJOgBUbs,0.501,0.565,221647,0.388,6.36e-06,0.0847,-9.479,0.366,83.831,0.555
17hd4ptJCbsEeLj0auPcwy,0.0008539999999999,0.613,223627,0.8390000000000001,0.0,0.341,-3.799,0.0352,104.975,0.526
0kn9QwZW8Ow9eTuZgxVEz8,0.8759999999999999,0.606,228387,0.328,0.0,0.138,-7.824,0.0305,124.041,0.393
3SJ6W7eOPHUD5CRkDvQibF,0.225,0.588,282662,0.365,0.79,0.0986,-18.72,0.0333,90.006,0.0457
2E01rRrzaz6TuwCdm27m4m,0.0472,0.447,188787,0.442,0.000559,0.331,-11.220999999999998,0.0471,159.967,0.7759999999999999
3mmLyEhphJAaW7hyEXAD8l,0.417,0.659,181373,0.799,0.0,0.0562,-2.849,0.0629,103.99,0.782
4fT0lwTnwXN5Qg5vSPyq0u,0.147,0.657,188373,0.7979999999999999,0.0,0.117,-5.98,0.0445,116.032,0.448
0rpwb2kLgS6KAZsostOj1O,0.0438,0.5489999999999999,193680,0.622,0.0,0.166,-5.504,0.0289,141.804,0.555
57nQyFocXZrKvWg5ZPYSoG,0.34,0.4270000000000001,199211,0.698,0.0,0.0817,-6.06,0.247,93.611,0.447
75TlwJ8oBgdq8P9kO7uVML,0.343,0.66,283295,0.542,3.89e-06,0.122,-8.11,0.077,135.828,0.152
3ZKRAzNAsiJrBGUM2BX9av,0.539,0.333,295569,0.389,0.0772,0.163,-9.132,0.0364,144.204,0.25
5lbCjKgdT9pvYjrtmSiRvL,0.163,0.856,197148,0.7120000000000001,0.0312,0.123,-6.355,0.0621,128.994,0.774
2t4m6SHDH2BEZ7hZa0b3QX,0.201,0.787,169258,0.7609999999999999,0.0,0.343,-4.509,0.0625,139.961,0.698
34vCGylFlvOma9UN0w4vfk,0.206,0.6509999999999999,257860,0.664,0.202,0.0977,-7.9289999999999985,0.0282,121.025,0.5589999999999999
5R443dM3IGHeWtVuro7DQA,0.138,0.858,199390,0.731,1.7100000000000002e-05,0.0987,-4.121,0.0961,164.054,0.431
3gx6E5B42WHKf5agVWQAf2,0.195,0.6629999999999999,281512,0.481,6.7e-05,0.0836,-4.121,0.0545,75.523,0.306
4luYXRkhCdKXqxqR3T1Wyi,0.0899,0.7240000000000001,219072,0.4970000000000001,0.0,0.135,-9.847,0.193,138.961,0.142
6yM488yghMJP9bJnwZKyJT,0.8290000000000001,0.27,224721,0.251,8.41e-05,0.0613,-12.558,0.0393,177.19,0.168
4hh1lvWiUaLMOcVXhyK6TA,0.0508,0.73,241480,0.573,0.0472,0.062,-7.009,0.0375,117.692,0.6
2h3i5tGUl6hMu572umjcGo,0.0823,0.5870000000000001,215360,0.6709999999999999,0.0,0.161,-4.48,0.144,127.133,0.1
7sgxxcpYukTLJZUXVfBV8S,0.295,0.455,236225,0.496,0.0,0.473,-8.482999999999999,0.11,131.88,0.317
2qEIVphvwMEkE35CXxdWAT,0.0232,0.4920000000000001,282547,0.939,0.000196,0.304,-1.596,0.158,141.942,0.693
6aLpLTAUASREvQE105XOb3,0.0857,0.687,175444,0.611,0.0,0.301,-7.313,0.126,79.03399999999998,0.789
0alSPoUfrGb0RdVVG4Lf3n,0.00949,0.6459999999999999,235227,0.573,3.98e-05,0.0932,-5.716,0.041,134.97899999999998,0.109
3I4QOvltiKcMu3xmnQjEct,0.0209,0.594,234653,0.721,8.55e-06,0.0879,-7.812,0.0957,128.942,0.253
2bUXfclD8DwJwwUENtSCWu,0.821,0.555,243067,0.336,2.17e-06,0.089,-9.916,0.0296,127.792,0.303
2BJpuAoDeQ1QuPvnryfAWK,0.0164,0.759,197667,0.6459999999999999,0.0,0.1369999999999999,-7.815,0.304,145.005,0.242
0wyja8xD9cNhDtfuY0dVMP,0.00662,0.515,195667,0.5870000000000001,0.0,0.14,-7.136,0.0383,148.04399999999995,0.361
1jICs7TEAcJ8Wv9Yev9hq7,0.052,0.479,219553,0.6940000000000001,4.24e-06,0.238,-4.626,0.0251,85.35799999999998,0.654
3ZkUWF1MVm3tLgz7dplGpk,0.00282,0.466,187787,0.659,0.0,0.273,-6.077000000000001,0.115,186.169,0.36
5FoZCDCl6WhrAIm4Ygyjg7,0.995,0.349,207349,0.0205,0.93,0.0962,-26.79300000000001,0.0425,68.983,0.0396
7uLpXc8yDB19tR8AM5a53J,0.552,0.153,167398,0.995,0.93,0.982,-17.976,0.0569,107.28,1e-05
4iTyf5pLZMOR8YrEZgSopo,0.16,0.884,315347,0.4920000000000001,0.0,0.359,-5.343,0.112,130.072,0.11
67aDq4Z8lErpWQ0Ky0xaJo,0.7659999999999999,0.5660000000000001,247555,0.407,0.000185,0.111,-10.293,0.0914,119.781,0.156
3scAjDdskrwS9KoTQrvvs9,0.172,0.691,192969,0.6679999999999999,0.0,0.36,-7.352,0.0851,74.985,0.483
5tkDCf3xKRZjT5RbCb3sZB,0.0124,0.687,188069,0.8290000000000001,0.0,0.107,-4.204,0.26,133.85399999999998,0.154
3MFyER5LVCQNaUtipifGD7,0.233,0.693,238667,0.7170000000000001,1.13e-06,0.26,-6.289,0.283,130.07399999999998,0.253
7Hy7Fgp3es9APBsQIzEF3V,0.344,0.609,233995,0.431,0.00239,0.181,-11.515999999999998,0.0675,125.117,0.38
0SNGe4xksgp7CGnY5kMXOJ,0.5589999999999999,0.8220000000000001,251573,0.478,0.0073,0.0813,-8.746,0.0343,117.394,0.722
2WQKHNETUytUGsD32TTNeO,0.0318,0.865,222467,0.562,0.0,0.246,-6.811,0.251,85.02,0.81
6APTEV2EIRpBEvuTrS5XTv,0.0405,0.621,211304,0.555,0.152,0.111,-7.854,0.0299,92.031,0.0817
5eHYF98ATwMIAFYvZJi1Bt,0.691,0.395,146511,0.398,0.0365,0.281,-13.085,0.0775,94.135,0.189
3ImJurxjtL8FutkeQ6uPRK,0.1689999999999999,0.522,280235,0.613,0.00103,0.107,-9.391,0.0375,76.516,0.309
7k802XMtsF57i4WS2M2MGg,0.39,0.6509999999999999,201422,0.601,0.0,0.0882,-5.097,0.0497,133.954,0.512
6VZwnDUMkAZs36g6v9MVQX,0.8190000000000001,0.297,307540,0.402,0.000181,0.109,-9.757,0.0346,138.019,0.177
5T545E02gCrnhkPoHXJPxK,0.0356,0.5770000000000001,134900,0.846,2.77e-05,0.0814,-7.606,0.0351,115.087,0.693
0fWkWSpXp1V8nWslbA25Sg,0.8170000000000001,0.648,104072,0.218,0.005,0.108,-13.603,0.384,88.57700000000001,0.596
6ckN5YsUElYHQWwwUudJpL,0.0271,0.6940000000000001,200000,0.417,0.0,0.178,-11.603,0.1669999999999999,155.985,0.24
0vS05UkNkb0dZxbHkxCp6v,0.958,0.754,97085,0.197,0.944,0.0966,-11.627,0.105,140.178,0.326
0uQzOOq3aC9mszrmLLYoU3,0.0162,0.406,193960,0.516,0.0,0.245,-10.899,0.392,174.237,0.335
5SCiKTGKH0fIgqQzpBvL69,0.0653,0.665,155368,0.588,0.0,0.0868,-7.9529999999999985,0.1369999999999999,80.928,0.157
4bPXGxre9kgBgsMU1iygA7,0.8220000000000001,0.696,164309,0.495,0.0,0.128,-9.466,0.0888,160.041,0.44
761QvVHTibYjEi2r6A4g4Q,0.498,0.205,334294,0.472,0.000792,0.0953,-10.45,0.0718,203.944,0.0392
2bDXmdP23tCK9uj8e2o3ya,0.0634,0.581,249239,0.71,0.0,0.0732,-5.245,0.0348,106.04,0.188
5R4HqXCZ6uTjxxnGdLt2S6,0.174,0.659,192732,0.589,0.0,0.095,-4.004,0.0541,72.015,0.339
6BdAwMv1YorLfkBWlE493X,0.659,0.799,239824,0.655,0.0,0.135,-6.34,0.0485,128.03799999999998,0.82
4wdZdkEugVVorAfzqRqC6N,0.604,0.672,229053,0.684,0.0,0.081,-5.468,0.158,180.00799999999995,0.428
3NbcZRhP7aRmlPiZZ70Xle,0.0138,0.5710000000000001,188176,0.5479999999999999,0.614,0.177,-6.483,0.377,70.001,0.488
3CnUGF7phvydXWBJUBDDP6,0.797,0.489,188000,0.361,0.0,0.308,-9.633,0.0404,109.273,0.276
22TrxuTE2bllUWnZVJ3Qcp,0.573,0.209,249739,0.867,0.0634,0.954,-33.358000000000004,0.0358,80.93,1e-05
6ipDE6Y0xrjEeaBTuPfW1K,0.449,0.848,331440,0.574,0.0,0.073,-3.195,0.271,91.964,0.493
0kThmY7A0ynir2qLWFFhrY,0.00534,0.723,223814,0.601,1.68e-06,0.162,-7.085,0.0337,124.01,0.716
0mQD5ilmghCieAw6E6YFrd,0.0445,0.6709999999999999,251907,0.631,1.94e-05,0.101,-7.059,0.0421,134.986,0.205
50lP2u9FBdxwP2mHdaQ3DR,0.669,0.39,249520,0.335,0.0,0.0958,-12.717,0.141,77.975,0.295
3AzvNvE3xpgelqmE5MRnbI,0.279,0.603,209660,0.7440000000000001,4.87e-06,0.106,-5.724,0.0458,101.991,0.605
7eSWgAlmLPXbGxgH3RNoWh,0.214,0.519,265759,0.843,0.000446,0.21,-6.507999999999999,0.0431,84.99700000000001,0.5920000000000001
0xVrusjXiWhqSQ5dPoiiWX,0.7659999999999999,0.526,251173,0.458,0.000335,0.109,-9.472,0.0384,76.972,0.501
24mEcNnglAOmHEvzQmrZaY,0.544,0.493,253698,0.589,0.0,0.277,-6.478,0.178,161.884,0.21
5NAiPIEzxAexFE3ucV18Q8,0.0016,0.466,222147,0.951,0.00242,0.351,-3.315,0.126,165.108,0.499
11HOTp4KdeOwmn7Ew0GSIs,0.0643,0.563,215293,0.456,0.0,0.161,-7.1770000000000005,0.102,181.48,0.195
31ZurLH7s71LBJXO003zpy,0.291,0.812,234998,0.35,0.0295,0.0951,-7.566,0.0428,123.988,0.41
73E08jF1urQQSO0oTzCPpP,0.7120000000000001,0.379,259570,0.325,0.0,0.0997,-5.862,0.0331,89.79799999999999,0.433
3nxgKa7boB4WjD0X01MXtJ,0.223,0.7240000000000001,248945,0.452,0.0,0.118,-8.998,0.0884,141.903,0.139
5KYy4AxlClkQPWaF1Iat3g,0.434,0.703,202333,0.614,0.0,0.0942,-6.8320000000000025,0.113,150.047,0.453
2jTujnt0y344ai1rNOywgr,0.0189,0.875,162638,0.6,0.0143,0.132,-6.818,0.0435,119.987,0.0906
1TPgw76OuRx2VA390Kjari,0.0499,0.557,238200,0.458,5.67e-05,0.176,-5.127000000000002,0.0306,128.126,0.262
6tJal2ubceFmw9v0dyixbG,0.513,0.927,117928,0.197,0.136,0.225,-13.630999999999998,0.0906,113.99,0.7659999999999999
5kGBSOrKYmhRfdPBw4xD8D,0.625,0.652,178840,0.601,0.000165,0.17,-7.987999999999999,0.0317,130.308,0.302
0nWMTq3fBceV1uZlhFn6of,0.00779,0.8109999999999999,180080,0.526,0.0642,0.13,-7.002999999999999,0.161,149.954,0.248
2iQYqdalv245vrCEM4W9N9,0.895,0.379,259253,0.373,0.0718,0.115,-12.175999999999998,0.0309,176.002,0.352
1Yqovy9hlOeV91IY3Bhcf2,0.0146,0.565,197387,0.857,0.0,0.0606,-4.519,0.0384,126.072,0.632
4FZOSDwALdWxcGcRbwXWJ8,0.142,0.422,204290,0.471,0.0,0.112,-8.783999999999999,0.18,82.43299999999998,0.62
24EmEWZb7PM3AtHtvOIcFu,0.165,0.705,206200,0.484,2.48e-05,0.208,-6.401,0.0296,145.003,0.718
5tqZJUHEuqdN12RZVq2l9p,0.8490000000000001,0.7,406467,0.414,0.0606,0.107,-10.864,0.0373,60.479,0.444
45jM2fuCq0NHD9p7xn0ptd,0.415,0.8220000000000001,243700,0.601,0.0,0.0797,-5.4179999999999975,0.297,96.123,0.872
6rDaCGqcQB1urhpCrrD599,0.0805,0.705,138872,0.816,0.0,0.476,-7.046,0.32,94.211,0.929
0zqy3ss4CwD6u4QPksS0nI,0.161,0.529,195720,0.69,0.0,0.498,-7.87,0.74,170.54,0.311
5ClqcvP4dYDDX6Zv3jPQD1,0.0659,0.47,205442,0.696,3.85e-05,0.0962,-4.749,0.104,169.976,0.802
5aLELbBB0Pa7TlGJJyBJo9,0.0534,0.826,252947,0.642,1.18e-06,0.121,-5.186,0.0619,90.991,0.9
2FoRvrNWBtrJiSgIjmivKG,0.266,0.328,180600,0.619,1.95e-06,0.178,-7.136,0.282,67.153,0.405
5UU6FFnwqGPq5eQsMprzvP,0.63,0.722,155162,0.475,0.000256,0.129,-6.099,0.0451,135.874,0.784
3uJsg8xIH7OpWHxuJaMLJX,0.0609,0.648,242035,0.75,4.41e-06,0.104,-3.248,0.0335,105.03,0.556
2fbJ5Msx8KoDKpyufH5YsU,0.685,0.406,328893,0.359,3.67e-06,0.122,-6.145,0.0293,109.246,0.202
5THQbSmeQ8iykxgK1om8Gk,0.157,0.816,141037,0.419,0.0,0.0886,-9.291,0.49,96.072,0.189
3UTIDzn7QvyeU4fl09Wa2B,0.979,0.241,145714,0.0628,0.936,0.0865,-26.156,0.0488,70.024,0.039
3kgQ1kJC1WkuYVJuNJHPGA,0.0767,0.971,169887,0.614,0.0,0.236,-5.843999999999999,0.113,112.994,0.27
4XLu3tTSZiPFVC9mmuR6Zp,0.609,0.732,164373,0.436,0.0,0.108,-7.409,0.117,94.852,0.475
3thLnNvO9IctWoccbsZyJV,0.098,0.456,151013,0.516,0.0,0.115,-10.512,0.459,77.058,0.684
28O1p0bQXH2F6Qn8jBZZR4,0.187,0.857,164765,0.772,0.00181,0.0851,-4.7360000000000015,0.194,94.028,0.589
0qynxleiY0wavOijAW9trC,0.667,0.506,192827,0.412,0.0,0.0983,-5.64,0.1369999999999999,173.115,0.195
2ySRRtrAwDUF4FipiF1Djt,0.105,0.879,181159,0.457,0.0,0.12,-6.3320000000000025,0.269,139.974,0.6579999999999999
6rJmWa5DvQ3Nby3tdcX2L0,0.389,0.581,246088,0.315,1.6800000000000002e-05,0.0766,-11.947,0.0781,61.381,0.185
5P8TXlZCMwru6DaMsIbbO3,0.308,0.812,216857,0.66,0.0,0.0617,-3.353,0.0854,140.048,0.358
6rsm9NTgl9kKPatf7S1yCS,0.0588,0.795,190347,0.7,0.0,0.0977,-5.221,0.107,120.002,0.7979999999999999
1zFbBrZmJr1Z49HYe84dBg,0.0735,0.588,211165,0.855,0.815,0.128,-6.153,0.0372,141.941,0.7170000000000001
4BWJGWmzbjsnA94Weyi5j4,0.672,0.416,110862,0.389,0.38,0.205,-13.696,0.0385,168.89700000000005,0.295
7C5atbXdv6nTkjlEKp4jLX,0.132,0.738,225850,0.8140000000000001,9.64e-06,0.126,-4.414,0.0999,119.041,0.483
0BteLcimTI0usYZ2L2zQaZ,0.19,0.507,228640,0.452,0.0,0.0841,-7.557,0.0377,150.217,0.224
706J9prVXY8vZHhp9VGiBE,0.13,0.6859999999999999,217285,0.539,1.94e-05,0.116,-8.623,0.0348,115.983,0.186
0bIBXi8kSiEkJhlCgg286I,0.331,0.725,176403,0.451,0.0,0.0914,-7.862999999999999,0.0334,129.987,0.613
4OvWsid9gwU8nimd6KIXN6,0.535,0.5770000000000001,256171,0.6409999999999999,0.0,0.207,-6.627999999999999,0.0375,139.155,0.8190000000000001
2ph6BRhGcUzc2W9wIulG5k,0.062,0.524,230587,0.805,0.0,0.209,-4.08,0.065,152.04399999999995,0.354
3BpUZB0tw4zNmG3Iw1mclL,0.122,0.652,194009,0.669,0.00039,0.1689999999999999,-7.7970000000000015,0.0262,115.047,0.769
0EAzlhtMYxRb6wbi6KnPjC,0.421,0.38,189333,0.5529999999999999,2.63e-06,0.0788,-6.621,0.0653,179.62900000000005,0.384
7daBwTiPNOVgoMUG4SICgh,0.0615,0.653,198360,0.684,0.000387,0.27,-7.0520000000000005,0.199,110.049,0.355
3yjpv3Rk2gkHhfhgBjiUKS,0.16,0.928,105131,0.355,0.000329,0.094,-9.181,0.123,120.042,0.0715
5h66wqaGklsSa8eSxTwcJT,0.359,0.705,257274,0.65,0.0,0.1689999999999999,-5.654,0.212,91.053,0.6579999999999999
3ao3OVxHlb3C08vAaApUlm,0.122,0.7859999999999999,163880,0.764,0.0,0.102,-2.935,0.0798,90.979,0.913
